item_ID	name	description	name_ES	description_ES	name_RU	desc_RU	name_PT	desc_PT	name_DE	desc_DE	name_PL	desc_PL	name_CZ	desc_CZ	name_TR	desc_TR	name_IT	desc_IT	name_FR	desc_FR
131	Blessed Chain Coif	Important, because the bad guys are after your head...	Casco de mallas bendecido	importante, porque los malos quieren tu cabeza...	ÐžсвяÑ‰Ñ‘ннÑ‹й колÑŒÑ‡ÑƒжнÑ‹й Ñˆлем	Ð’ажнÑ‹й, поÑ‚омÑƒ Ñ‡Ñ‚о плоÑ…им паÑ€ням нÑƒжна Ñ‚воя голова...	Coifa de Malha Abençoada	Importante, porque os malvados querem a sua cabeça...	Gesegnete Kettenhaube	Wichtig, da die bösen Jungs hinter deinem Kopf her sind...	BÅ‚ogosÅ‚awiony kolczy kaptur	Ważny, w koÅ„cu źli ludzie ciÄ…gle polujÄ… na twojÄ… gÅ‚owÄ™...	PosvÄ›cená brÅˆ - ÄŒapka	Důležitá, protože zlí chlápci jdou po tvé hlavÄ›...	KutsanmıÅŸ Zincir Takke	Ã–nemli, çünkü kötü adamlar kafanızın peÅŸinde ...	Camaglio benedetto	Importante, perchè i cattivi vogliono la tua testa...	Blessed Chain Coif	Important, because the bad guys are after your head...
132	Trollskin Cuirass	This can stop most toxic attacks. But it can't stop a few unwelcoming stares.	Peto de piel de troll	Puede parar los venenos pero... No puede detener ciertas miradas	ÐšиÑ€аса из кожи Ñ‚Ñ€олля	ÐœожеÑ‚ пÑ€екÑ€асно заÑ‰иÑ‚иÑ‚ÑŒ оÑ‚ яда. Но не заÑ‰иÑ‚иÑ‚ оÑ‚ недÑ€ÑƒжелÑŽбнÑ‹Ñ… взглядов.	Couraça de Pele de Troll	Pode parar a maioria dos venenos. Mas não pode impedir alguns olhares indesejados.	Kürass aus Trollhaut	Kann die meisten Giftattacken abwehren... aber nicht die unangenehmen Blicke.	Kirys ze skóry trolla	Zatrzyma wiÄ™kszoÅ›Ä‡ ataków toksycznych. Nie zatrzyma kilku nieprzyjaznych spojrzeÅ„.	Trolnicový kyrys	Zastaví vÄ›tšinu jedovatých útoků. Nezabrání však nÄ›kolika nevítaným pohledům.	Trollderisi GöÄŸüs Zırhı	Bu, en zehirli saldırıları durdurabilir. Ancak birkaç istenmeyen bakıÅŸı durduramaz.	Corazza di pelle di troll	Può fermare molti veleni, ma... non può fermare gli sguardi ostili	Trollskin Cuirass	This can stop most toxic attacks. But it can't stop a few unwelcoming stares.
133	Trollskin Leggings	This can stop most toxic attacks. But it can't stop a few unwelcoming stares.	Grebas de piel de troll	Puede parar los venenos pero... No puede detener ciertas miradas	ШÑ‚анÑ‹ из кожи Ñ‚Ñ€олля	ÐœожеÑ‚ пÑ€екÑ€асно заÑ‰иÑ‚иÑ‚ÑŒ оÑ‚ яда. Но не заÑ‰иÑ‚иÑ‚ оÑ‚ недÑ€ÑƒжелÑŽбнÑ‹Ñ… взглядов.	Calça de Pele de Troll	Pode parar a maioria dos venenos. Mas não pode impedir alguns olhares indesejados.	Hose aus Trollhaut	Kann die meisten Giftattacken abwehren... aber nicht die unangenehmen Blicke.	Nogawice ze skóry trolla	Zatrzyma wiÄ™kszoÅ›Ä‡ ataków toksycznych. Nie zatrzyma kilku nieprzyjaznych spojrzeÅ„.	Trolnicové kalhoty	Zastaví vÄ›tšinu jedovatých útoků. Nezabrání však nÄ›kolika nevítaným pohledům.	Trollderisi Bacakkorumatik	Bu, en zehirli saldırıları durdurabilir. Ancak birkaç istenmeyen bakıÅŸı durduramaz.	Gambali di pelle di troll	Può fermare molti veleni, ma... non può fermare gli sguardi ostili	Trollskin Leggings	This can stop most toxic attacks. But it can't stop a few unwelcoming stares.
134	Trollskin Gauntlets	This can stop most toxic attacks. But it can't stop a few unwelcoming stares.	Brazales de piel de troll	Puede parar los venenos pero... No puede detener ciertas miradas	НаÑ€ÑƒÑ‡и из кожи Ñ‚Ñ€олля	ÐœожеÑ‚ пÑ€екÑ€асно заÑ‰иÑ‚иÑ‚ÑŒ оÑ‚ яда. Но не заÑ‰иÑ‚иÑ‚ оÑ‚ недÑ€ÑƒжелÑŽбнÑ‹Ñ… взглядов.	Braceletes de Pele de Troll	Pode parar a maioria dos venenos. Mas não pode impedir alguns olhares indesejados.	Handschuhe aus Trollhaut	Kann die meisten Giftattacken abwehren... aber nicht die unangenehmen Blicke.	RÄ™kawice ze skóry trolla	Zatrzyma wiÄ™kszoÅ›Ä‡ ataków toksycznych. Nie zatrzyma kilku nieprzyjaznych spojrzeÅ„.	Trolnicové rukavice	Zastaví vÄ›tšinu jedovatých útoků. Nezabrání však nÄ›kolika nevítaným pohledům.	Trollderisi Eldiven	Bu, en zehirli saldırıları durdurabilir. Ancak birkaç istenmeyen bakıÅŸı durduramaz.	Guanti di pelle di troll	Può fermare molti veleni, ma... non può fermare gli sguardi ostili	Trollskin Gauntlets	This can stop most toxic attacks. But it can't stop a few unwelcoming stares.
135	Trollskin Boots	This can stop most toxic attacks. But it can't stop a few unwelcoming stares.	Botas de piel de troll	Puede parar los venenos pero... No puede detener ciertas miradas	Сапоги из кожи Ñ‚Ñ€олля	ÐœожеÑ‚ пÑ€екÑ€асно заÑ‰иÑ‚иÑ‚ÑŒ оÑ‚ яда. Но не заÑ‰иÑ‚иÑ‚ оÑ‚ недÑ€ÑƒжелÑŽбнÑ‹Ñ… взглядов.	Botas de Pele de Troll	Pode parar a maioria dos venenos. Mas não pode impedir alguns olhares indesejados.	Stiefel aus Trollhaut	Kann die meisten Giftattacken abwehren... aber nicht die unangenehmen Blicke.	Buty ze skóry trolla	Zatrzyma wiÄ™kszoÅ›Ä‡ ataków toksycznych. Nie zatrzyma kilku nieprzyjaznych spojrzeÅ„.	Trolnicové boty	Zastaví vÄ›tšinu jedovatých útoků. Nezabrání však nÄ›kolika nevítaným pohledům.	Trollderisi Bot	Bu, en zehirli saldırıları durdurabilir. Ancak birkaç istenmeyen bakıÅŸı durduramaz.	Stivali di pelle di troll	Può fermare molti veleni, ma... non può fermare gli sguardi ostili	Trollskin Boots	This can stop most toxic attacks. But it can't stop a few unwelcoming stares.
136	Trollskin Cap	This can stop most toxic attacks. But it can't stop a few unwelcoming stares.	Casco de piel de troll	Puede parar los venenos pero... No puede detener ciertas miradas	Шлем из кожи Ñ‚Ñ€олля	ÐœожеÑ‚ пÑ€екÑ€асно заÑ‰иÑ‚иÑ‚ÑŒ оÑ‚ яда. Но не заÑ‰иÑ‚иÑ‚ оÑ‚ недÑ€ÑƒжелÑŽбнÑ‹Ñ… взглядов.	Capacete de Pele de Troll	Pode parar a maioria dos venenos. Mas não pode impedir alguns olhares indesejados.	Kappe aus Trollhaut	Kann die meisten Giftattacken abwehren... aber nicht die unangenehmen Blicke.	Czapka ze skóry trolla	Zatrzyma wiÄ™kszoÅ›Ä‡ ataków toksycznych. Nie zatrzyma kilku nieprzyjaznych spojrzeÅ„.	Trolnicová čepice	Zastaví vÄ›tšinu jedovatých útoků. Nezabrání však nÄ›kolika nevítaným pohledům.	Trollderisi Kasket	Bu, en zehirli saldırıları durdurabilir. Ancak birkaç istenmeyen bakıÅŸı durduramaz.	Cappuccio di pelle di troll	Può fermare molti veleni, ma... non può fermare gli sguardi ostili	Trollskin Cap	This can stop most toxic attacks. But it can't stop a few unwelcoming stares.
137	Tolassian Chain Shirt	Light and flexible armor.	Camisa de mallas Tolassian	armadura ligera y flexible	Толласийская колÑŒÑ‡Ñƒга	Ð›Ñ‘гкая и гибкая бÑ€оня.	Camisa de Malha Tolassiana	Armadura leve e flexível.	Tolassianisches Kettenhemd	Leichte und flexible Rüstung.	TolassjaÅ„ski kolczy pancerz	Lekki i elastyczny pancerz.	Tolassiánská brÅˆ - Košile	Lehká a ohebná zbroj.	Tolassian Zincir Gömlek	Hafif ve esnek zırh.	Giaco di maglia Tolassiano	Armatura leggera e flessibile	Tolassian Chain Shirt	Light and flexible armor.
138	Tolassian Chain Leggings	Light and flexible armor.	Grebas de mallas Tolassian	armadura ligera y flexible	Толассийские набедÑ€енники	Ð›Ñ‘гкая и гибкая бÑ€оня.	Calça de Malha Tolassiana	Armadura leve e flexível.	Tolassianische Kettenhose	Leichte und flexible Rüstung.	TolassjaÅ„skie kolcze nogawice	Lekki i elastyczny pancerz.	Tolassiánská brÅˆ - Kalhoty	Lehká a ohebná zbroj.	Tolassian Zincir Bacak Zırhı	Hafif ve esnek zırh.	Gambali di maglia Tolassiani	Armatura leggera e flessibile	Tolassian Chain Leggings	Light and flexible armor.
139	Tolassian Chain Gauntlets	Light and flexible armor.	Brazales de mallas Tolassian	armadura ligera y flexible	Толассийские Ñ€ÑƒкавиÑ†Ñ‹	Ð›Ñ‘гкая и гибкая бÑ€оня.	Braceletes de Malha Tolassiana	Armadura leve e flexível.	Tolassianische Kettenhandschuhe	Leichte und flexible Rüstung.	TolassjaÅ„skie kolcze rÄ™kawice	Lekki i elastyczny pancerz.	Tolassiánská brÅˆ - Rukavice	Lehká a ohebná zbroj.	Tolassian Zincir Eldiven	Hafif ve esnek zırh.	Guanti di maglia Tolassiani	Armatura leggera e flessibile	Tolassian Chain Gauntlets	Light and flexible armor.
140	Tolassian Chain Boots	Light and flexible armor.	Botas de mallas Tolassian	armadura ligera y flexible	Толласийские сапоги	Ð›Ñ‘гкая и гибкая бÑ€оня.	Botas de Malha Tolassiana	Armadura leve e flexível.	Tolassianische Kettenstiefel	Leichte und flexible Rüstung.	TolassjaÅ„skie kolcze buty	Lekki i elastyczny pancerz.	Tolassiánská brÅˆ - Boty	Lehká a ohebná zbroj.	Tolassian Zincir Ã‡izme	Hafif ve esnek zırh.	Stivali di maglia Tolassiani	Armatura leggera e flessibile	Tolassian Chain Boots	Light and flexible armor.
141	Tolassian Chain Coif	Light and flexible armor.	Casco de mallas Tolassian	armadura ligera y flexible	Толласийский Ñˆлем	Ð›Ñ‘гкая и гибкая бÑ€оня.	Coifa de Malha Tolassiana	Armadura leve e flexível.	Tolassianische Kettenhaube	Leichte und flexible Rüstung.	TolassjaÅ„ski kolczy kaptur	Lekki i elastyczny pancerz.	Tolassiánská brÅˆ - ÄŒapka	Lehká a ohebná zbroj.	Tolassian Zincir Kasket	Hafif ve esnek zırh.	Camaglio Tolassiano	Armatura leggera e flessibile	Tolassian Chain Coif	Light and flexible armor.
142	Blessed Platemail Vest	What the good guys wear...	Coraza bendecida	lo que llevan los buenos...	ÐžсвяÑ‰Ñ‘нная лаÑ‚ная киÑ€аса	То, Ñ‡Ñ‚о носяÑ‚ Ñ…оÑ€оÑˆие паÑ€ни...	Couraça de Placa Abençoado	O que os bonzinhos vestem...	Gesegneter Harnisch	Was die guten Jungs tragen...	BÅ‚ogosÅ‚awiony pÅ‚ytowy pancerz	To co noszÄ… dobrzy goÅ›cie...	Požehnáná plátová zbroj - Vesta	Co nosí dobÅ™í chlápci...	KutsanmıÅŸ Platemail Vest	Ne iyi adamlar giyer ...	Corazza benedetta	Quello che indossano i bravi ragazzi...	Blessed Platemail Vest	What the good guys wear...
143	Blessed Platemail Leggings	Even pants can be righteous.	Grebas de Coraza Bendecidas	hasta los pantalones pueden ser sagrados	ÐžсвяÑ‰Ñ‘ннÑ‹е лаÑ‚нÑ‹е ÑˆÑ‚анÑ‹	Ð”аже ÑˆÑ‚анÑ‹ могÑƒÑ‚ бÑ‹Ñ‚ÑŒ пÑ€аведнÑ‹ми.	Calças de Placa Abençoadas	Até as calças podem ser sagradas.	Gesegnete Panzerhose	Sogar Hosen können rechtschaffen sein.	BÅ‚ogosÅ‚awione pÅ‚ytowe nogawice	Nawet spodnie mogÄ… byÄ‡ prawe.	Požehnáná plátová zbroj - Kalhoty	I kalhoty mohou být poctivé.	Blessed Platemail Leggings	Pantolonlar bile dürüst olabilir.	Gambali di piastre benedetti	Anche i pantaloni possono essere santi	Blessed Platemail Leggings	Even pants can be righteous.
144	Blessed Platemail Gauntlets	Smack or bless, your choice.	Guanteletes Bendecidos	golpea o bendice, tú decides	ÐžсвяÑ‰Ñ‘ннÑ‹е лаÑ‚нÑ‹е наÑ€ÑƒÑ‡и	Ð’Ñ€ежÑŒ или благослови, на Ñ‚вой вÑ‹боÑ€.	Braceletes de Placa Abençoados	Golpeie ou abençoe, sua escolha.	Gesegnete Panzerhandschuhe	Zuschlagen oder segnen, deine Entscheidung.	BÅ‚ogosÅ‚awione pÅ‚ytowe rÄ™kawice	Przywal lub bÅ‚ogosÅ‚aw, Twój wybór.	Požehnáná plátová zbroj - Rukavice	Facka či požehnání, tvůj výbÄ›r.	KutsanmıÅŸ Platin KurÅŸun Elbiseleri	Tokatlayın ya da kutsayın, sizin tercihiniz.	Guanti di piastre benedetti	Schiaffo o benedizione, a te la scelta	Blessed Platemail Gauntlets	Smack or bless, your choice.
145	Blessed Platemail Boots	Perfect for kicking the ass of evil!	Botas de Coraza Bendecidas	perfecto para patear el trasero del mal!	ÐžсвяÑ‰Ñ‘ннÑ‹е лаÑ‚нÑ‹е сапоги	ÐžÑ‚лиÑ‡но подÑ…одиÑ‚ для пинка злÑƒ под зад!	Botas de Placa Abençoadas	Perfeitas para chutar a bunda do mal!	Gesegnete Panzerstiefel	Perfekt, um dem Bösen in den Hintern zu treten.	BÅ‚ogosÅ‚awione pÅ‚ytowe buty	Idealne do kopania tyÅ‚ków zÅ‚a!	Požehnáná plátová zbroj - Boty	SkvÄ›lé pro nakopání zla do zadku!	KutsanmıÅŸ Platemail Boots	Kötülerin kıçını tekmelemede mükemmeldir!	Stivali di piastre benedetti	Perfetti per dar calci in culo al male!	Blessed Platemail Boots	Perfect for kicking the ass of evil!
146	Assassin's Cuirass	Light and flexible dark leather armor.	Peto de Asesino	Armadura ligera y flexible	ÐšиÑ€аса ÑƒбийÑ†Ñ‹	Ð›Ñ‘гкая и гибкая бÑ€оня из Ñ‚Ñ‘мной кожи.	Peitoral de Assassino	Armadura leve e flexível.	Kürass der Assassinen	Leichte und flexible Rüstung aus dunklem Leder.	Kirys zabójcy	Lekki i elastyczny pancerz z ciemnej skóry.	Asasinský Kyrys	Lehká a ohebná zbroj z tmavé kůže.	Katilin Zırhı	Hafif ve esnek koyu renkli deri zırh	Corazza dell'Assassino	Armatura leggera e flessibile di cuoio scuro	Assassin's Cuirass	Light and flexible dark leather armor.
147	Assassin's Leggings	Light and flexible dark leather armor.	Grebas de Asesino	Armadura ligera y flexible	ÐŸоножи ÑƒбийÑ†Ñ‹	Ð›Ñ‘гкая и гибкая бÑ€оня из Ñ‚Ñ‘мной кожи.	Calça de Assassino	Armadura leve e flexível.	Hose der Assassinen	Leichte und flexible Rüstung aus dunklem Leder.	Nogawice zabójcy	Lekki i elastyczny pancerz z ciemnej skóry.	Asasinské Kamaše	Lehká a ohebná zbroj z tmavé kůže.	Katilin Baldır Zırhı	Hafif ve esnek koyu renkli deri zırh	Gambali dell'Assassino	Armatura leggera e flessibile di cuoio scuro	Assassin's Leggings	Light and flexible dark leather armor.
148	Assassin's Gauntlets	Light and flexible dark leather armor.	Guanteletes de Asesino	Armadura ligera y flexible	НаÑ€ÑƒÑ‡и ÑƒбийÑ†Ñ‹	Ð›Ñ‘гкая и гибкая бÑ€оня из Ñ‚Ñ‘мной кожи.	Braceletes de Assassino	Armadura leve e flexível.	Handschuhe der Assassinen	Leichte und flexible Rüstung aus dunklem Leder.	RÄ™kawice zabójcy	Lekki i elastyczny pancerz z ciemnej skóry.	Asasinské Rukavice	Lehká a ohebná zbroj z tmavé kůže.	Katil Eldiveni	Hafif ve esnek koyu renkli deri zırh	Guanti dell'Assassino	Armatura leggera e flessibile di cuoio scuro	Assassin's Gauntlets	Light and flexible dark leather armor.
149	Assassin's Boots	Light and flexible dark leather armor.	Botas de Asesino	Armadura ligera y flexible	Сапоги ÑƒбийÑ†Ñ‹	Ð›Ñ‘гкая и гибкая бÑ€оня из Ñ‚Ñ‘мной кожи.	Botas de Assassino	Armadura leve e flexível.	Stiefel der Assassinen	Leichte und flexible Rüstung aus dunklem Leder.	Buty zabójcy	Lekki i elastyczny pancerz z ciemnej skóry.	Asasinské Boty	Lehká a ohebná zbroj z tmavé kůže.	Katil Ã‡izmesi	Hafif ve esnek koyu renkli deri zırh	Stivali dell'Assassino	Armatura leggera e flessibile di cuoio scuro	Assassin's Boots	Light and flexible dark leather armor.
150	Assassin's Hood	Light and flexible dark leather armor.	Capucha de Asesino	Armadura ligera y flexible	ÐšапÑŽÑˆон ÑƒбийÑ†Ñ‹	Ð›Ñ‘гкая и гибкая бÑ€оня из Ñ‚Ñ‘мной кожи.	Capuz de Assassino	Armadura leve e flexível.	Haube der Assassinen	Leichte und flexible Rüstung aus dunklem Leder.	Kaptur zabójcy	Lekki i elastyczny pancerz z ciemnej skóry.	Asasinská KápÄ›	Lehká a ohebná zbroj z tmavé kůže.	Katil KapÅŸonu	Hafif ve esnek koyu renkli deri zırh	Cappuccio dell'Assassino	Armatura leggera e flessibile di cuoio scuro	Assassin's Hood	Light and flexible dark leather armor.
151	Legion Breastplate	"Mercian plate is considered the best; judging by this piece,  it really is."	Coraza de la Legión	La coraza de Mercia tiene fama de ser la mejor... Viendo esta armadura no lo dudas.	НагÑ€Ñƒдник Ð›егионеÑ€а	ÐœеÑ€сийская бÑ€оня сÑ‡иÑ‚аеÑ‚ся лÑƒÑ‡Ñˆей. СÑƒдя по эÑ‚ой Ñ‡асÑ‚и, Ñ‚ак оно и есÑ‚ÑŒ.	Peitoral de Placa da Legião	"Placas Mercianas é considerada a melhor; Julgando por essa peça, realmente é."	Legionärsbrustpanzer	Mercianische Panzerungen gelten als die besten. Diesem Teil nach zu urteilen, stimmt das auch.	NapierÅ›nik Legionu	MercjaÅ„skie opancerzenie uznawane jest za najlepsze. OceniajÄ…c po tym przedmiocie, to prawda.	LegionáÅ™ský Kyrys	Mercijské pláty jsou považovány za nejlepší. SoudÄ› dle tohoto kousku, opravdu jsou.	Lejyoner GöÄŸüs Zırhı	Mercia zırhlarının en iyisi olduÄŸu söylenir. Buna bakarsak, gerçekten öyle.	Corazza della legione	Le corazze della Mercia sono note come le migliori... da questo pezzo sembra di si	Legion Breastplate	"Mercian plate is considered the best; judging by this piece,  it really is."
152	Legion Leggings	"Mercian plate is considered the best; judging by this piece,  it really is."	Grebas de la Legión	La coraza de Mercia tiene fama de ser la mejor... Viendo esta armadura no lo dudas.	ÐŸоножи Ð›егионеÑ€а	ÐœеÑ€сийская бÑ€оня сÑ‡иÑ‚аеÑ‚ся лÑƒÑ‡Ñˆей. СÑƒдя по эÑ‚ой Ñ‡асÑ‚и, Ñ‚ак оно и есÑ‚ÑŒ.	Calças da Legião	"Placas Mercianas é considerada a melhor; Julgando por essa peça, realmente é."	Legionärshose	Mercianische Panzerungen gelten als die besten. Diesem Teil nach zu urteilen, stimmt das auch.	Nogawice Legionu	MercjaÅ„skie opancerzenie uznawane jest za najlepsze. OceniajÄ…c po tym przedmiocie, to prawda.	LegionáÅ™ské Kamaše	Mercijské pláty jsou považovány za nejlepší. SoudÄ› dle tohoto kousku, opravdu jsou.	Lejyoner Bacak Zırhı	Mercia zırhlarının en iyisi olduÄŸu söylenir. Buna bakarsak, gerçekten öyle.	Gambali della legione	Le corazze della Mercia sono note come le migliori... da questo pezzo sembra di si	Legion Leggings	"Mercian plate is considered the best; judging by this piece,  it really is."
153	Legion Gauntlets	"Mercian plate is considered the best; judging by this piece,  it really is."	Guanteletes de la Legión	La coraza de Mercia tiene fama de ser la mejor... Viendo esta armadura no lo dudas.	НаÑ€ÑƒÑ‡и Ð›егионеÑ€а	ÐœеÑ€сийская бÑ€оня сÑ‡иÑ‚аеÑ‚ся лÑƒÑ‡Ñˆей. СÑƒдя по эÑ‚ой Ñ‡асÑ‚и, Ñ‚ак оно и есÑ‚ÑŒ.	Manoplas da Legião	"Placas Mercianas é considerada a melhor; Julgando por essa peça, realmente é."	Legionärshandschuhe	Mercianische Panzerungen gelten als die besten. Diesem Teil nach zu urteilen, stimmt das auch.	RÄ™kawice Legionu	MercjaÅ„skie opancerzenie uznawane jest za najlepsze. OceniajÄ…c po tym przedmiocie, to prawda.	LegionáÅ™ské Rukavice	Mercijské pláty jsou považovány za nejlepší. SoudÄ› dle tohoto kousku, opravdu jsou.	Lejyoner Eldiveni	Mercia zırhlarının en iyisi olduÄŸu söylenir. Buna bakarsak, gerçekten öyle.	Guanti della legione	Le corazze della Mercia sono note come le migliori... da questo pezzo sembra di si	Legion Gauntlets	"Mercian plate is considered the best; judging by this piece,  it really is."
